Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disoder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$5,800",0.17%,"$1,686.02","$5,746.58",$113.94,0.074,$5.12,0.002,$133.73,0.837,$98.70,0.675,$38.38,0.392,$26.32,0.052,$0.65,0.007,$22.17,0.541,$96.65,1.367,$66.01,2.546,$64.28,0.501,$33.80,0.355,$4.78,0.044,$25.69,0.1,$0.01,0,$167.66,1.795,0.004,0,$123.10,4.914,$90.25,0.686,$13.73,0.067,$0.19,0.001,$1.75,0.024,$36.64,0.368,$10.71,0.01,$15.61,0.042,$0.09,0.001,$0.56,0.006,$3.99,0.053,$18.18,0.488,$20.40,0.394,$45.61,2.152,$39.34,0.491,$128.32,1.304,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$68.66,0.46,$34.23,0.24,$17.27,0.13,$9.18,0.07,$5.09,0.04,$2.86,0.02,$1.69,0.02,$1.04,0.01,$0.65,0.01,$0.40,0.01
"$5,900",0.18%,"$1,699.52","$5,850.15",$116.50,0.075,$5.30,0.002,$134.06,0.839,$99.27,0.679,$38.61,0.395,$26.72,0.053,$0.65,0.007,$22.44,0.546,$97.05,1.37,$66.41,2.556,$64.67,0.503,$33.97,0.357,$4.81,0.044,$25.88,0.1,$0.01,0,$169.43,1.804,0.004,0,$123.94,4.934,$91.61,0.69,$13.87,0.067,$0.19,0.001,$1.77,0.025,$36.84,0.37,$10.96,0.011,$15.76,0.042,$0.09,0.001,$0.56,0.006,$4.08,0.054,$18.36,0.492,$20.52,0.396,$45.88,2.16,$40.29,0.495,$129.14,1.309,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$68.92,0.46,$34.41,0.24,$17.38,0.13,$9.25,0.07,$5.14,0.04,$2.89,0.02,$1.70,0.02,$1.05,0.01,$0.65,0.01,$0.40,0.01
"$6,000",0.19%,"$1,712.85","$5,950.95",$118.41,0.076,$5.50,0.002,$134.42,0.841,$99.94,0.684,$39.16,0.401,$27.30,0.053,$0.66,0.007,$22.77,0.553,$97.80,1.375,$66.99,2.567,$65.12,0.506,$34.19,0.359,$4.84,0.044,$26.09,0.1,$0.01,0,$171.05,1.814,0.005,0,$124.77,4.958,$93.22,0.694,$13.99,0.068,$0.20,0.001,$1.84,0.026,$37.32,0.375,$11.31,0.011,$15.99,0.043,$0.09,0.001,$0.57,0.006,$4.13,0.054,$18.64,0.498,$20.78,0.398,$46.20,2.169,$41.30,0.5,$129.75,1.313,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$69.22,0.46,$34.62,0.24,$17.52,0.13,$9.35,0.07,$5.20,0.04,$2.93,0.02,$1.73,0.02,$1.07,0.01,$0.67,0.01,$0.42,0.01
"$6,100",0.17%,"$1,725.99","$6,048.95",$120.40,0.077,$5.67,0.002,$134.69,0.843,$100.45,0.688,$39.62,0.405,$27.65,0.054,$0.66,0.007,$23.06,0.557,$98.41,1.379,$67.39,2.578,$65.82,0.51,$34.43,0.361,$4.93,0.044,$26.46,0.1,$0.01,0,$172.30,1.821,0.005,0,$125.74,4.976,$94.75,0.697,$14.24,0.069,$0.20,0.001,$1.85,0.026,$37.77,0.379,$11.50,0.011,$16.16,0.043,$0.09,0.001,$0.57,0.006,$4.31,0.056,$18.75,0.501,$20.89,0.4,$46.50,2.178,$42.06,0.504,$130.24,1.317,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,$69.43,0.46,$34.77,0.24,$17.62,0.13,$9.40,0.07,$5.23,0.04,$2.95,0.02,$1.74,0.02,$1.08,0.01,$0.68,0.01,$0.42,0.01
"$6,200",0.15%,"$1,738.97","$6,148.33",$122.28,0.077,$5.82,0.002,$135.02,0.845,$101.08,0.692,$39.95,0.408,$28.03,0.055,$0.67,0.007,$23.24,0.561,$98.98,1.383,$67.72,2.587,$66.23,0.512,$34.62,0.363,$4.95,0.044,$26.66,0.11,$0.01,0,$173.57,1.829,0.005,0,$126.48,4.992,$95.80,0.7,$14.64,0.069,$0.21,0.001,$1.87,0.026,$38.08,0.382,$11.72,0.011,$16.31,0.043,$0.09,0.001,$0.58,0.006,$4.33,0.056,$18.92,0.505,$21.00,0.402,$46.72,2.185,$42.78,0.507,$130.79,1.321,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,$69.70,0.47,$34.98,0.25,$17.76,0.13,$9.49,0.07,$5.30,0.04,$2.99,0.03,$1.76,0.02,$1.09,0.01,$0.68,0.01,$0.42,0.01
"$6,300",0.16%,"$1,751.80","$6,248.87",$124.33,0.078,$6.04,0.002,$135.27,0.847,$101.83,0.695,$40.24,0.411,$28.55,0.055,$0.67,0.007,$23.39,0.564,$99.56,1.386,$68.13,2.596,$66.64,0.515,$34.79,0.364,$4.99,0.045,$26.86,0.11,$0.01,0,$175.10,1.837,0.005,0,$127.06,5.009,$97.19,0.703,$14.80,0.07,$0.21,0.001,$1.88,0.026,$38.35,0.384,$12.07,0.011,$16.48,0.044,$0.09,0.001,$0.58,0.006,$4.36,0.057,$19.03,0.507,$21.18,0.405,$46.95,2.192,$43.77,0.511,$131.33,1.325,0.002,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,$69.90,0.47,$35.13,0.25,$17.87,0.13,$9.57,0.07,$5.35,0.04,$3.02,0.03,$1.78,0.02,$1.10,0.01,$0.69,0.01,$0.43,0.01
"$6,400",0.15%,"$1,764.48","$6,348.08",$126.16,0.079,$6.21,0.002,$135.52,0.849,$102.53,0.699,$40.48,0.414,$28.88,0.056,$0.68,0.007,$23.67,0.569,$100.07,1.39,$68.74,2.606,$67.04,0.517,$34.97,0.366,$5.01,0.045,$27.06,0.11,$0.01,0,$176.91,1.846,0.005,0,$127.58,5.022,$98.32,0.705,$14.98,0.07,$0.21,0.001,$1.91,0.027,$38.57,0.387,$12.28,0.012,$16.60,0.044,$0.09,0.001,$0.58,0.006,$4.43,0.057,$19.24,0.512,$21.35,0.407,$47.40,2.2,$44.83,0.516,$132.09,1.33,0.002,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,$70.10,0.47,$35.27,0.25,$17.98,0.13,$9.64,0.07,$5.40,0.04,$3.06,0.03,$1.80,0.02,$1.12,0.01,$0.70,0.01,$0.44,0.01
"$6,500",0.14%,"$1,777.01","$6,451.42",$128.01,0.079,$6.36,0.002,$135.74,0.85,$103.05,0.702,$40.78,0.417,$29.22,0.056,$0.68,0.007,$23.88,0.573,$100.83,1.393,$69.13,2.616,$67.38,0.519,$35.13,0.368,$5.03,0.045,$27.22,0.11,$0.01,0,$178.32,1.854,0.005,0,$128.14,5.037,$99.80,0.709,$15.17,0.071,$0.23,0.001,$1.92,0.027,$38.87,0.39,$12.47,0.012,$16.75,0.045,$0.09,0.001,$0.59,0.006,$4.53,0.058,$19.36,0.515,$21.49,0.41,$47.64,2.206,$45.66,0.52,$132.66,1.334,0.002,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,$70.25,0.47,$35.39,0.25,$18.06,0.13,$9.70,0.07,$5.44,0.04,$3.09,0.03,$1.82,0.02,$1.13,0.01,$0.71,0.01,$0.45,0.01
"$6,600",0.18%,"$1,789.39","$6,550.13",$130.07,0.08,$6.79,0.002,$136.03,0.852,$103.96,0.708,$41.30,0.422,$29.74,0.057,$0.68,0.007,$24.21,0.579,$101.74,1.398,$69.72,2.628,$68.03,0.522,$35.31,0.37,$5.06,0.045,$27.66,0.11,$0.01,0,$180.14,1.864,0.006,0,$128.67,5.053,$101.22,0.712,$15.29,0.071,$0.24,0.001,$1.96,0.027,$39.34,0.395,$12.82,0.012,$16.91,0.045,$0.09,0.001,$0.58,0.006,$4.69,0.06,$19.52,0.518,$21.80,0.414,$47.92,2.214,$46.92,0.526,$133.22,1.338,0.002,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,$70.45,0.47,$35.50,0.25,$18.14,0.13,$9.75,0.07,$5.47,0.04,$3.10,0.03,$1.83,0.02,$1.14,0.01,$0.72,0.01,$0.45,0.01
"$6,700",0.15%,"$1,801.60","$6,650.65",$131.96,0.081,$6.94,0.002,$136.45,0.854,$104.64,0.712,$41.61,0.425,$30.17,0.057,$0.69,0.007,$24.45,0.583,$102.21,1.401,$70.09,2.638,$68.34,0.524,$35.43,0.371,$5.07,0.045,$27.84,0.11,$0.01,0,$181.78,1.874,0.006,0,$129.29,5.07,$102.78,0.717,$15.46,0.071,$0.24,0.001,$1.98,0.027,$39.63,0.398,$13.12,0.012,$17.05,0.045,$0.10,0.001,$0.59,0.006,$4.75,0.061,$19.70,0.522,$21.97,0.417,$48.12,2.221,$48.01,0.531,$133.77,1.343,0.002,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,$70.79,0.47,$35.75,0.25,$18.31,0.13,$9.86,0.08,$5.55,0.04,$3.16,0.03,$1.87,0.02,$1.17,0.01,$0.74,0.01,$0.47,0.01
"$6,800",0.13%,"$1,813.66","$6,746.27",$133.56,0.082,$7.20,0.002,$136.66,0.856,$105.14,0.715,$42.01,0.428,$30.62,0.058,$0.71,0.007,$24.64,0.588,$102.62,1.404,$70.58,2.646,$68.68,0.527,$35.55,0.372,$5.09,0.046,$28.05,0.11,$0.01,0,$183.22,1.882,0.006,0,$129.84,5.083,$104.28,0.72,$15.59,0.072,$0.25,0.001,$2.08,0.027,$39.93,0.401,$13.48,0.012,$17.14,0.046,$0.10,0.001,$0.60,0.006,$4.79,0.062,$19.85,0.526,$22.23,0.42,$48.35,2.227,$48.96,0.536,$134.26,1.346,0.002,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,$70.93,0.47,$35.84,0.25,$18.37,0.13,$9.91,0.08,$5.57,0.04,$3.18,0.03,$1.88,0.02,$1.18,0.01,$0.75,0.01,$0.48,0.01
"$6,900",0.13%,"$1,825.60","$6,851.60",$134.90,0.082,$7.35,0.003,$136.99,0.858,$105.60,0.717,$42.36,0.431,$31.17,0.059,$0.72,0.008,$24.80,0.591,$103.26,1.407,$70.97,2.653,$69.24,0.529,$35.73,0.374,$5.11,0.046,$28.40,0.11,$0.01,0,$184.55,1.89,0.006,0,$130.29,5.095,$105.74,0.724,$15.73,0.072,$0.25,0.001,$2.10,0.028,$40.26,0.403,$13.77,0.012,$17.40,0.046,$0.10,0.001,$0.62,0.006,$4.84,0.062,$19.96,0.529,$22.42,0.421,$48.56,2.232,$49.80,0.541,$134.75,1.349,0.002,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,$71.17,0.48,$36.00,0.25,$18.48,0.14,$9.97,0.08,$5.62,0.04,$3.21,0.03,$1.91,0.02,$1.20,0.01,$0.77,0.01,$0.49,0.01
"$7,000",0.13%,"$1,837.40","$6,948.13",$136.33,0.083,$7.78,0.003,$137.33,0.86,$106.07,0.72,$42.57,0.433,$31.78,0.059,$0.74,0.008,$24.97,0.595,$103.89,1.411,$71.34,2.661,$69.54,0.53,$35.85,0.375,$5.13,0.046,$28.56,0.11,$0.01,0,$185.88,1.898,0.006,0,$130.95,5.111,$107.27,0.727,$15.90,0.072,$0.25,0.001,$2.12,0.028,$40.45,0.405,$14.23,0.013,$17.55,0.047,$0.11,0.001,$0.62,0.007,$4.89,0.063,$20.08,0.532,$22.56,0.423,$48.78,2.238,$50.64,0.545,$135.24,1.353,0.002,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.006,$71.45,0.48,$36.21,0.25,$18.62,0.14,$10.07,0.08,$5.68,0.05,$3.26,0.03,$1.95,0.02,$1.23,0.01,$0.79,0.01,$0.51,0.01
"$7,100",0.12%,"$1,849.09","$7,050.37",$137.77,0.083,$7.93,0.003,$137.54,0.861,$106.49,0.723,$42.90,0.436,$32.05,0.06,$0.75,0.008,$25.17,0.599,$104.25,1.413,$71.82,2.669,$69.89,0.533,$35.98,0.377,$5.14,0.046,$28.77,0.11,$0.01,0,$187.46,1.906,0.006,0,$131.46,5.124,$108.28,0.73,$16.25,0.073,$0.27,0.001,$2.14,0.028,$40.75,0.408,$14.37,0.013,$17.68,0.047,$0.11,0.001,$0.63,0.007,$4.93,0.063,$20.23,0.536,$22.83,0.426,$48.99,2.243,$51.62,0.549,$135.84,1.357,0.003,0.004,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,$71.61,0.48,$36.33,0.26,$18.70,0.14,$10.11,0.08,$5.71,0.05,$3.28,0.03,$1.96,0.02,$1.24,0.01,$0.80,0.01,$0.52,0.01
"$7,200",0.13%,"$1,860.66","$7,154.81",$139.29,0.084,$8.06,0.003,$137.77,0.863,$107.15,0.727,$43.20,0.439,$32.64,0.061,$0.75,0.008,$25.39,0.604,$104.80,1.417,$72.50,2.682,$70.39,0.536,$36.13,0.378,$5.16,0.046,$29.10,0.11,$0.01,0,$189.12,1.915,0.006,0,$131.95,5.137,$109.72,0.734,$16.43,0.073,$0.27,0.002,$2.15,0.028,$41.05,0.411,$14.80,0.013,$17.83,0.048,$0.11,0.001,$0.64,0.007,$4.97,0.064,$20.42,0.54,$23.03,0.43,$49.47,2.253,$52.91,0.555,$136.21,1.36,0.003,0.004,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,$71.76,0.48,$36.42,0.26,$18.77,0.14,$10.16,0.08,$5.73,0.05,$3.30,0.03,$1.97,0.02,$1.25,0.01,$0.80,0.01,$0.52,0.01
"$7,300",0.13%,"$1,872.08","$7,250.21",$140.84,0.084,$8.90,0.003,$137.94,0.864,$107.87,0.732,$43.37,0.44,$32.87,0.061,$0.75,0.008,$25.56,0.608,$105.47,1.421,$72.99,2.691,$70.91,0.539,$36.33,0.38,$5.20,0.047,$29.37,0.11,$0.01,0,$190.55,1.922,0.007,0,$132.46,5.151,$111.06,0.737,$16.53,0.073,$0.28,0.002,$2.16,0.028,$41.21,0.412,$14.92,0.013,$17.95,0.048,$0.11,0.001,$0.64,0.007,$5.01,0.064,$20.55,0.544,$23.30,0.432,$49.69,2.258,$53.82,0.559,$136.73,1.363,0.003,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,$71.88,0.48,$36.52,0.26,$18.84,0.14,$10.21,0.08,$5.77,0.05,$3.32,0.03,$1.99,0.02,$1.26,0.01,$0.81,0.01,$0.53,0.01
"$7,400",0.12%,"$1,883.39","$7,358.22",$142.63,0.085,$9.12,0.003,$138.19,0.865,$108.26,0.735,$43.93,0.445,$33.20,0.062,$0.75,0.008,$25.76,0.613,$105.83,1.424,$73.27,2.696,$71.45,0.541,$36.56,0.382,$5.21,0.047,$29.68,0.11,$0.01,0,$192.30,1.93,0.007,0,$132.93,5.163,$112.11,0.739,$16.94,0.075,$0.29,0.002,$2.20,0.028,$41.74,0.417,$15.13,0.013,$18.06,0.048,$0.11,0.001,$0.64,0.007,$5.05,0.065,$20.71,0.548,$23.41,0.434,$49.87,2.263,$55.21,0.563,$137.09,1.367,0.003,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,$72.09,0.48,$36.65,0.26,$18.92,0.14,$10.25,0.08,$5.80,0.05,$3.34,0.03,$2.01,0.02,$1.27,0.01,$0.82,0.01,$0.53,0.01
"$7,500",0.12%,"$1,894.57","$7,453.85",$144.35,0.086,$9.38,0.003,$138.55,0.867,$108.75,0.737,$44.19,0.448,$33.62,0.062,$0.75,0.008,$26.00,0.617,$106.21,1.427,$73.65,2.705,$71.99,0.544,$36.72,0.384,$5.24,0.047,$30.03,0.11,$0.02,0,$193.91,1.938,0.007,0,$133.64,5.176,$113.18,0.741,$17.14,0.076,$0.30,0.002,$2.23,0.029,$41.96,0.42,$15.36,0.014,$18.26,0.049,$0.11,0.001,$0.64,0.007,$5.12,0.065,$20.88,0.552,$23.60,0.437,$50.05,2.268,$56.37,0.568,$137.55,1.37,0.003,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.007,0.007,$72.39,0.48,$36.89,0.26,$19.12,0.14,$10.41,0.08,$5.93,0.05,$3.45,0.03,$2.09,0.02,$1.33,0.01,$0.86,0.01,$0.56,0.01
"$7,600",0.10%,"$1,905.63","$7,546.73",$145.93,0.086,$9.82,0.003,$138.69,0.868,$109.22,0.74,$44.59,0.451,$33.98,0.063,$0.76,0.008,$26.17,0.62,$106.44,1.429,$73.94,2.711,$72.28,0.546,$36.84,0.385,$5.26,0.047,$30.18,0.11,$0.02,0,$195.02,1.943,0.007,0,$134.39,5.187,$114.27,0.744,$17.29,0.076,$0.33,0.002,$2.25,0.029,$42.34,0.422,$15.58,0.014,$18.40,0.049,$0.12,0.001,$0.64,0.007,$5.20,0.066,$20.98,0.554,$23.71,0.438,$50.23,2.273,$57.11,0.571,$137.92,1.372,0.003,0.005,0.006,0.006,0.006,0.006,0.007,0.007,0.007,0.007,$72.50,0.48,$36.97,0.26,$19.17,0.14,$10.45,0.08,$5.95,0.05,$3.47,0.03,$2.10,0.02,$1.34,0.01,$0.87,0.01,$0.57,0.01
"$7,700",0.11%,"$1,916.58","$7,647.10",$147.49,0.087,$10.20,0.003,$138.90,0.87,$109.74,0.743,$45.01,0.455,$34.26,0.063,$0.76,0.008,$26.45,0.628,$106.83,1.431,$74.30,2.717,$72.59,0.548,$36.99,0.386,$5.29,0.047,$30.31,0.11,$0.02,0,$196.27,1.949,0.007,0,$134.82,5.198,$115.44,0.748,$17.41,0.076,$0.36,0.002,$2.26,0.029,$42.75,0.426,$15.74,0.014,$18.52,0.049,$0.12,0.001,$0.64,0.007,$5.23,0.066,$21.21,0.562,$23.88,0.439,$50.42,2.278,$57.96,0.574,$138.31,1.375,0.003,0.005,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007,$72.67,0.48,$37.10,0.26,$19.25,0.14,$10.49,0.08,$5.98,0.05,$3.48,0.03,$2.11,0.02,$1.35,0.01,$0.88,0.01,$0.57,0.01
"$7,800",0.10%,"$1,927.43","$7,747.51",$148.88,0.087,$10.50,0.003,$139.12,0.871,$110.15,0.746,$45.23,0.457,$34.58,0.064,$0.77,0.008,$26.69,0.633,$107.20,1.433,$74.58,2.725,$72.94,0.55,$37.09,0.387,$5.30,0.047,$30.55,0.12,$0.02,0,$197.79,1.957,0.007,0,$135.37,5.211,$116.78,0.751,$17.57,0.077,$0.37,0.002,$2.27,0.029,$42.97,0.428,$15.96,0.014,$18.62,0.05,$0.12,0.001,$0.65,0.007,$5.33,0.068,$21.37,0.566,$24.02,0.443,$50.56,2.282,$59.05,0.579,$138.74,1.378,0.003,0.005,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,$72.85,0.49,$37.23,0.26,$19.34,0.14,$10.55,0.08,$6.02,0.05,$3.51,0.03,$2.13,0.02,$1.37,0.01,$0.89,0.01,$0.58,0.01
"$7,900",0.12%,"$1,938.17","$7,850.22",$150.77,0.088,$10.82,0.003,$139.34,0.872,$110.61,0.749,$45.39,0.459,$34.85,0.064,$0.77,0.008,$26.97,0.638,$107.79,1.436,$74.96,2.73,$73.51,0.552,$37.24,0.389,$5.33,0.047,$30.95,0.12,$0.02,0,$199.40,1.964,0.008,0,$135.72,5.223,$118.12,0.753,$17.78,0.077,$0.37,0.002,$2.31,0.03,$43.08,0.429,$16.12,0.014,$18.73,0.05,$0.12,0.001,$0.65,0.007,$5.40,0.068,$21.57,0.57,$24.22,0.445,$50.74,2.286,$59.95,0.583,$139.46,1.381,0.003,0.005,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,$73.03,0.49,$37.38,0.26,$19.45,0.14,$10.63,0.08,$6.07,0.05,$3.55,0.03,$2.16,0.02,$1.38,0.01,$0.89,0.01,$0.58,0.01
"$8,000",0.12%,"$1,948.79","$7,954.53",$152.80,0.088,$11.08,0.003,$139.51,0.874,$111.17,0.752,$45.67,0.461,$35.48,0.065,$0.77,0.008,$27.10,0.641,$108.30,1.438,$75.37,2.738,$73.84,0.554,$37.37,0.39,$5.34,0.048,$31.12,0.12,$0.02,0,$201.16,1.972,0.008,0,$136.44,5.239,$119.42,0.757,$17.90,0.077,$0.38,0.002,$2.34,0.03,$43.33,0.431,$16.56,0.014,$18.92,0.05,$0.12,0.001,$0.65,0.007,$5.49,0.069,$21.62,0.572,$24.40,0.447,$50.96,2.291,$61.34,0.588,$139.82,1.384,0.003,0.005,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,$73.18,0.49,$37.49,0.26,$19.54,0.14,$10.69,0.08,$6.11,0.05,$3.57,0.03,$2.18,0.02,$1.40,0.01,$0.91,0.01,$0.59,0.01
"$8,100",0.10%,"$1,959.30","$8,047.04",$154.13,0.089,$11.37,0.003,$139.75,0.875,$111.95,0.756,$45.85,0.462,$35.82,0.065,$0.78,0.008,$27.46,0.648,$108.71,1.441,$75.67,2.745,$74.15,0.556,$37.52,0.391,$5.36,0.048,$31.27,0.12,$0.02,0,$202.32,1.978,0.008,0,$137.01,5.249,$120.56,0.759,$18.00,0.078,$0.41,0.002,$2.35,0.03,$43.50,0.432,$16.72,0.014,$19.10,0.051,$0.13,0.001,$0.65,0.007,$5.56,0.07,$21.90,0.579,$24.50,0.449,$51.17,2.297,$62.15,0.592,$140.17,1.386,0.003,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,$73.38,0.49,$37.64,0.26,$19.65,0.14,$10.78,0.08,$6.17,0.05,$3.61,0.03,$2.21,0.02,$1.42,0.01,$0.92,0.01,$0.60,0.01
"$8,200",0.10%,"$1,969.70","$8,152.14",$155.67,0.089,$11.77,0.004,$139.97,0.877,$112.65,0.759,$46.09,0.464,$36.23,0.066,$0.78,0.008,$27.63,0.651,$109.34,1.444,$76.08,2.753,$74.41,0.558,$37.63,0.392,$5.38,0.048,$31.41,0.12,$0.02,0,$203.57,1.985,0.008,0,$137.36,5.26,$121.70,0.761,$18.15,0.078,$0.41,0.002,$2.36,0.03,$43.73,0.434,$17.00,0.015,$19.23,0.051,$0.13,0.001,$0.66,0.007,$5.62,0.07,$22.01,0.58,$24.73,0.452,$51.35,2.301,$63.02,0.596,$140.55,1.389,0.003,0.006,0.007,0.007,0.007,0.007,0.007,0.008,0.008,0.008,$73.57,0.49,$37.78,0.26,$19.74,0.14,$10.82,0.08,$6.20,0.05,$3.63,0.03,$2.22,0.02,$1.43,0.01,$0.93,0.01,$0.60,0.01
"$8,300",0.10%,"$1,980.01","$8,250.32",$157.13,0.09,$12.24,0.004,$140.23,0.878,$113.18,0.763,$46.39,0.467,$36.64,0.066,$0.79,0.008,$27.79,0.654,$109.73,1.447,$76.43,2.76,$74.74,0.56,$37.78,0.394,$5.39,0.048,$31.58,0.12,$0.02,0,$204.86,1.993,0.008,0,$137.87,5.271,$123.07,0.764,$18.32,0.079,$0.44,0.002,$2.37,0.03,$44.03,0.436,$17.30,0.015,$19.34,0.051,$0.13,0.001,$0.66,0.007,$5.66,0.071,$22.12,0.583,$24.88,0.454,$51.55,2.306,$63.95,0.6,$140.91,1.392,0.003,0.006,0.007,0.007,0.007,0.008,0.008,0.008,0.008,0.008,$73.79,0.49,$37.94,0.27,$19.84,0.14,$10.90,0.08,$6.25,0.05,$3.67,0.03,$2.24,0.02,$1.45,0.01,$0.94,0.01,$0.61,0.01
"$8,400",0.11%,"$1,990.21","$8,350.92",$158.88,0.09,$12.66,0.004,$140.40,0.879,$113.67,0.766,$46.71,0.469,$37.67,0.067,$0.80,0.008,$27.90,0.656,$110.02,1.449,$76.69,2.766,$75.05,0.562,$37.94,0.395,$5.41,0.048,$31.71,0.12,$0.02,0,$206.09,2,0.009,0,$138.47,5.281,$124.20,0.767,$18.54,0.079,$0.44,0.002,$2.38,0.031,$44.34,0.439,$18.14,0.015,$19.54,0.052,$0.13,0.001,$0.68,0.007,$5.72,0.071,$22.18,0.584,$25.01,0.456,$51.68,2.31,$64.73,0.604,$141.36,1.396,0.003,0.006,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.008,$73.92,0.49,$38.02,0.27,$19.90,0.14,$10.93,0.08,$6.28,0.05,$3.69,0.03,$2.25,0.02,$1.45,0.01,$0.94,0.01,$0.62,0.01
"$8,500",0.10%,"$2,000.30","$8,446.53",$160.11,0.091,$12.99,0.004,$140.58,0.88,$114.23,0.768,$46.83,0.471,$38.04,0.068,$0.80,0.008,$28.12,0.659,$110.33,1.451,$77.24,2.773,$75.40,0.564,$38.05,0.396,$5.43,0.048,$31.93,0.12,$0.02,0,$207.97,2.008,0.009,0,$138.80,5.295,$125.31,0.769,$18.82,0.08,$0.45,0.002,$2.41,0.031,$44.42,0.44,$18.36,0.015,$19.67,0.052,$0.13,0.001,$0.68,0.007,$5.84,0.073,$22.28,0.587,$25.32,0.458,$51.92,2.315,$65.95,0.609,$142.02,1.399,0.004,0.006,0.007,0.007,0.008,0.008,0.008,0.008,0.008,0.008,$74.06,0.49,$38.12,0.27,$19.96,0.15,$10.97,0.08,$6.30,0.05,$3.70,0.03,$2.26,0.02,$1.46,0.01,$0.95,0.01,$0.62,0.01
