id,carrier_name,name,level,plan_type,hsa_eligible,infertility_treatment_rider,individual_medical_deductible_in_network,individual_medical_deductible_out_of_network,family_medical_deductible_in_network,family_medical_deductible_out_of_network,individual_medical_moop_in_network,individual_medical_moop_out_of_network,family_medical_moop_in_network,family_medical_moop_out_of_network,coinsurance_in_network,coinsurance_out_of_network
40513CA0400045,CoveredCA,Platinum 90 HMO 0/20 + Child Dental,platinum,HMO,False,False,0,,0,,4500,,9000,,,
40513CA0400046,CoveredCA,Platinum 90 HMO 0/20 + Child Dental INF,platinum,HMO,False,True,0,,0,,4500,,9000,,,
40513CA0400047,CoveredCA,Gold 80 HMO 0/30 + Child Dental Alt,gold,HMO,False,False,0,,0,,7500,,15000,,,
40513CA0400048,CoveredCA,Gold 80 HMO 0/30 + Child Dental Alt INF,gold,HMO,False,True,0,,0,,7500,,15000,,,
40513CA0400049,CoveredCA,Gold 80 HMO 250/35 + Child Dental,gold,HMO,False,False,250,,500,,7800,,15600,,,
40513CA0400050,CoveredCA,Gold 80 HMO 250/35 + Child Dental INF,gold,HMO,False,True,250,,500,,7800,,15600,,,
40513CA0400051,CoveredCA,Gold 80 HMO 1000/40 + Child Dental Alt,gold,HMO,False,False,1000,,2000,,7800,,15600,,,
40513CA0400052,CoveredCA,Gold 80 HMO 1000/40 + Child Dental Alt INF,gold,HMO,False,True,1000,,2000,,7800,,15600,,,
40513CA0400053,CoveredCA,Silver 70 HMO 1900/65 + Child Dental Alt,silver,HMO,False,False,1900,,3800,,8750,,17500,,45,
40513CA0400054,CoveredCA,Silver 70 HMO 1900/65 + Child Dental Alt INF,silver,HMO,False,True,1900,,3800,,8750,,17500,,45,
40513CA0400055,CoveredCA,Silver 70 HMO 2300/65 + Child Dental Alt,silver,HMO,False,False,2300,,4600,,8750,,17500,,45,
40513CA0400056,CoveredCA,Silver 70 HMO 2300/65 + Child Dental Alt INF,silver,HMO,False,True,2300,,4600,,8750,,17500,,45,
40513CA0400057,CoveredCA,Silver 70 HMO 2800/65 + Child Dental Alt,silver,HMO,False,False,2800,,5600,,8750,,17500,,45,
40513CA0400058,CoveredCA,Silver 70 HMO 2800/65 + Child Dental Alt INF,silver,HMO,False,True,2800,,5600,,8750,,17500,,45,
40513CA0400059,CoveredCA,Silver 70 HMO 2500/55 + Child Dental,silver,HMO,False,False,2500,,5000,,8750,,17500,,35,
40513CA0400060,CoveredCA,Silver 70 HMO 2500/55 + Child Dental INF,silver,HMO,False,True,2500,,5000,,8750,,17500,,35,
40513CA0400061,CoveredCA,Silver 70 HDHP HMO 2700/25% + Child Dental,silver,HMO,True,False,2700,,5400,,7200,,14400,,25,
40513CA0400062,CoveredCA,Silver 70 HDHP HMO 2700/25% + Child Dental INF,silver,HMO,True,True,2700,,5400,,7200,,14400,,25,
40513CA0400063,CoveredCA,Bronze 60 HMO 6300/65 + Child Dental,expanded_bronze,HMO,False,False,6300,,12600,,8600,,17200,,40,
40513CA0400064,CoveredCA,Bronze 60 HMO 6300/65 + Child Dental INF,expanded_bronze,HMO,False,True,6300,,12600,,8600,,17200,,40,
40513CA0400065,CoveredCA,Bronze 60 HDHP HMO 7000/0% + Child Dental,expanded_bronze,HMO,True,False,7000,,14000,,7000,,14000,,0,
40513CA0400066,CoveredCA,Bronze 60 HDHP HMO 7000/0% + Child Dental INF,expanded_bronze,HMO,True,True,7000,,14000,,7000,,14000,,0,
40513CA0400067,CoveredCA,Bronze 60 HMO 5400/60 + Child Dental Alt,expanded_bronze,HMO,False,False,5400,,10800,,8300,,16600,,50,
40513CA0400068,CoveredCA,Bronze 60 HMO 5400/60 + Child Dental Alt INF,expanded_bronze,HMO,False,True,5400,,10800,,8300,,16600,,50,
40513CA0410012,Kaiser Permanente,Platinum 90 HMO 0/20 + Child Dental,platinum,HMO,False,False,0,,0,,4500,,9000,,,
40513CA0410014,Kaiser Permanente,Gold 80 HMO 250/35 + Child Dental,gold,HMO,False,False,250,,500,,7800,,15600,,,
40513CA0410016,Kaiser Permanente,Silver 70 HMO 2500/55 + Child Dental,silver,HMO,False,False,2500,,5000,,8750,,17500,,35,
40513CA0410017,Kaiser Permanente,Silver 70 HMO 1900/65 + Child Dental Alt,silver,HMO,False,False,1900,,3800,,8750,,17500,,45,
40513CA0410019,Kaiser Permanente,Bronze 60 HMO 6300/65 + Child Dental ,expanded_bronze,HMO,False,False,6300,,12600,,8600,,17200,,40,
40513CA0410021,Kaiser Permanente,Bronze 60 HDHP HMO 7000/0 + Child Dental,expanded_bronze,HMO,True,False,7000,,14000,,7000,,14000,,0,
40513CA0410022,Kaiser Permanente,Gold 80 HRA HMO 2250/35 + Child Dental,gold,HMO,False,False,2250,,4500,,8500,,17000,,25,
40513CA0410026,Kaiser Permanente,Platinum 90 HMO 0/10 + Child Dental Alt,platinum,HMO,False,False,0,,0,,3000,,6000,,,
40513CA0410037,Kaiser Permanente,Platinum 90 HMO 0/10 + Child Dental Alt INF,platinum,HMO,False,True,0,,0,,3000,,6000,,,
40513CA0410038,Kaiser Permanente,Platinum 90 HMO 0/20 + Child Dental INF,platinum,HMO,False,True,0,,0,,4500,,9000,,,
40513CA0410039,Kaiser Permanente,Gold 80 HMO 250/35 + Child Dental INF,gold,HMO,False,True,250,,500,,7800,,15600,,,
40513CA0410041,Kaiser Permanente,Gold 80 HRA HMO 2250/35 + Child Dental INF,gold,HMO,False,True,2250,,4500,,8500,,17000,,25,
40513CA0410042,Kaiser Permanente,Silver 70 HMO 1900/65 + Child Dental Alt INF,silver,HMO,False,True,1900,,3800,,8750,,17500,,45,
40513CA0410043,Kaiser Permanente,Silver 70 HMO 2500/55 + Child Dental INF,silver,HMO,False,True,2500,,5000,,8750,,17500,,35,
40513CA0410044,Kaiser Permanente,Bronze 60 HMO 6300/65 + Child Dental INF,expanded_bronze,HMO,False,True,6300,,12600,,8600,,17200,,40,
40513CA0410045,Kaiser Permanente,Bronze 60 HDHP HMO 7000/0 + Child Dental INF,expanded_bronze,HMO,True,True,7000,,14000,,7000,,14000,,0,
40513CA0410046,Kaiser Permanente,Silver 70 HDHP HMO 2700/25% + Child Dental,silver,HMO,True,False,2700,,5400,,7200,,14400,,25,
40513CA0410048,Kaiser Permanente,Silver 70 HDHP HMO 2700/25% + Child Dental INF,silver,HMO,True,True,2700,,5400,,7200,,14400,,25,
40513CA0410049,Kaiser Permanente,Silver 70 HMO 2300/65 + Child Dental Alt,silver,HMO,False,False,2300,,4600,,8750,,17500,,45,
40513CA0410050,Kaiser Permanente,Silver 70 HMO 2300/65 + Child Dental Alt INF,silver,HMO,False,True,2300,,4600,,8750,,17500,,45,
40513CA0410051,Kaiser Permanente,Gold 80 HMO 0/30 + Child Dental Alt,gold,HMO,False,False,0,,0,,7500,,15000,,,
40513CA0410052,Kaiser Permanente,Gold 80 HMO 0/30 + Child Dental Alt INF,gold,HMO,False,True,0,,0,,7500,,15000,,,
40513CA0410053,Kaiser Permanente,Gold 80 HMO 1000/40 + Child Dental Alt,gold,HMO,False,False,1000,,2000,,7800,,15600,,,
40513CA0410054,Kaiser Permanente,Gold 80 HMO 1000/40 + Child Dental Alt INF,gold,HMO,False,True,1000,,2000,,7800,,15600,,,
40513CA0410055,Kaiser Permanente,Bronze 60 HMO 5400/60 + Child Dental Alt,expanded_bronze,HMO,False,False,5400,,10800,,8300,,16600,,50,
40513CA0410056,Kaiser Permanente,Bronze 60 HMO 5400/60 + Child Dental Alt INF,expanded_bronze,HMO,False,True,5400,,10800,,8300,,16600,,50,
40513CA0410057,Kaiser Permanente,Silver 70 HMO 2800/65 + Child Dental Alt,silver,HMO,False,False,2800,,5600,,8750,,17500,,45,
40513CA0410058,Kaiser Permanente,Silver 70 HMO 2800/65 + Child Dental Alt INF,silver,HMO,False,True,2800,,5600,,8750,,17500,,45,
40513CA0410059,Kaiser Permanente,Gold 80 HDHP HMO 1600/15% + Child Dental Alt,gold,HMO,True,False,1600,,3200,,3550,,7100,,15,
40513CA0410060,Kaiser Permanente,Gold 80 HDHP HMO 1600/15% + Child Dental Alt INF,gold,HMO,True,True,1600,,3200,,3550,,7100,,15,
40733CA0090083,Aetna,CA Gold PPO 80/50 1000,gold,PPO,False,True,1000,2000,2000,4000,7000,14000,14000,28000,20,50
40733CA0090084,Aetna,CA Gold PPO 80/50 1000 wINF,gold,PPO,False,True,1000,2000,2000,4000,7000,14000,14000,28000,20,50
40733CA0090085,Aetna,CA Bronze PPO 50/50 8300,bronze,PPO,False,True,8300,16600,16600,33200,8550,17100,17100,34200,50,50
40733CA0090086,Aetna,CA Bronze PPO 50/50 8300 wINF,bronze,PPO,False,True,8300,16600,16600,33200,8550,17100,17100,34200,50,50
40733CA0090087,Aetna,CA Bronze PPO 55/50 4600,expanded_bronze,PPO,False,True,4600,9200,9200,18400,8400,16800,16800,33600,45,50
40733CA0090088,Aetna,CA Bronze PPO 55/50 4600 wINF,expanded_bronze,PPO,False,True,4600,9200,9200,18400,8400,16800,16800,33600,45,50
40733CA0090089,Aetna,CA Silver PPO 60/50 2100,silver,PPO,False,True,2100,4200,4200,8400,9100,18200,18200,36400,40,50
40733CA0090090,Aetna,CA Silver PPO 60/50 2100 wINF,silver,PPO,False,True,2100,4200,4200,8400,9100,18200,18200,36400,40,50
40733CA0110488,Aetna,CA Bronze MC 100 7000 HSA M,expanded_bronze,POS,True,True,7000,14000,14000,28000,7000,14000,14000,28000,0,0
40733CA0110607,Aetna,CA Gold MC 80/50 350 M,gold,POS,False,True,350,700,700,1400,7800,15600,15600,31200,20,50
40733CA0110608,Aetna,CA Gold MC 75/50 500,gold,POS,False,True,500,1000,1000,2000,8200,16400,16400,32800,25,50
40733CA0110652,Aetna,CA Silver MC 65/50 2500 M,silver,POS,False,True,2500,5000,5000,10000,8600,17200,17200,34400,35,50
40733CA0110696,Aetna,CA Silver MC 60/50 2100,silver,POS,False,True,2100,4200,4200,8400,9100,18200,18200,36400,40,50
40733CA0110718,Aetna,CA Bronze MC 50/50 8300,bronze,POS,False,True,8300,16600,16600,33200,8550,17100,17100,34200,50,50
40733CA0110735,Aetna,CA Gold MC 70/50 1250,gold,POS,False,True,1250,2500,2500,5000,7500,15000,15000,30000,30,50
40733CA0110762,Aetna,CA Platinum MC 90/50 0 M,platinum,POS,False,True,0,1000,0,2000,4500,9000,9000,18000,10,50
40733CA0110769,Aetna,CA Silver MC 65/50 2600,silver,POS,False,True,2600,5200,5200,10400,9000,18000,18000,36000,35,50
40733CA0110812,Aetna,CA Gold MC 80/50 1500,gold,POS,False,True,1500,3000,3000,6000,5000,10000,10000,20000,20,50
40733CA0110835,Aetna,CA Bronze MC 100 7000 HSA wINF,expanded_bronze,POS,True,True,7000,14000,14000,28000,7000,14000,14000,28000,0,0
40733CA0110836,Aetna,CA Bronze MC 100/50 7350,expanded_bronze,POS,False,True,7350,14700,14700,29400,8700,17500,17400,35000,,50
40733CA0110837,Aetna,CA Bronze MC 100/50 7350 wINF,expanded_bronze,POS,False,True,7350,14700,14700,29400,8700,17500,17400,35000,,50
40733CA0110838,Aetna,CA Bronze MC 50/50 8300 wINF,bronze,POS,False,True,8300,16600,16600,33200,8550,17100,17100,34200,50,50
40733CA0110839,Aetna,CA Bronze MC 55/50 4600,expanded_bronze,POS,False,True,4600,9200,9200,18400,8400,16800,16800,33600,45,50
40733CA0110840,Aetna,CA Bronze MC 55/50 4600 wINF,expanded_bronze,POS,False,True,4600,9200,9200,18400,8400,16800,16800,33600,45,50
40733CA0111003,Aetna,CA Gold MC 70/50 1250 wINF,gold,POS,False,True,1250,2500,2500,5000,7500,15000,15000,30000,30,50
40733CA0111004,Aetna,CA Gold MC 75/50 500 wINF,gold,POS,False,True,500,1000,1000,2000,8200,16400,16400,32800,25,50
40733CA0111005,Aetna,CA Gold MC 80/50 1500 wINF,gold,POS,False,True,1500,3000,3000,6000,5000,10000,10000,20000,20,50
40733CA0111006,Aetna,CA Gold MC 80/50 350 wINF,gold,POS,False,True,350,700,700,1400,7800,15600,15600,31200,20,50
40733CA0111007,Aetna,CA Gold MC 90/50 3000 HSA,gold,POS,True,True,3000,6000,6000,12000,3750,7500,7500,15000,10,50
40733CA0111008,Aetna,CA Gold MC 90/50 3000 HSA wINF,gold,POS,True,True,3000,6000,6000,12000,3750,7500,7500,15000,10,50
40733CA0111195,Aetna,CA Platinum MC 80/50 250,platinum,POS,False,True,250,1000,500,2000,4200,8400,8400,16800,20,50
40733CA0111196,Aetna,CA Platinum MC 80/50 250 wINF,platinum,POS,False,True,250,1000,500,2000,4200,8400,8400,16800,20,50
40733CA0111197,Aetna,CA Platinum MC 90/50 0 wINF,platinum,POS,False,True,0,1000,0,2000,4500,9000,9000,18000,10,50
40733CA0111278,Aetna,CA Silver MC 60/50 2100 wINF,silver,POS,False,True,2100,4200,4200,8400,9100,18200,18200,36400,40,50
40733CA0111279,Aetna,CA Silver MC 65/50 2500 wINF,silver,POS,False,True,2500,5000,5000,10000,8600,17200,17200,34400,35,50
40733CA0111280,Aetna,CA Silver MC 65/50 2600 wINF,silver,POS,False,True,2600,5200,5200,10400,9000,18000,18000,36000,35,50
49116CA0000001-77,CalChoice,UnitedHealthcare SignatureValue Silver HMO A,silver,HMO,False,False,2400,,4800,,9100,,18200,,40,
49116CA0000002-77,CalChoice,UnitedHealthcare SignatureValue Gold HMO A,gold,HMO,False,False,1500,,3000,,8500,,17000,,30,
49116CA0000003-77,CalChoice,UnitedHealthcare SignatureValue Platinum HMO A,platinum,HMO,False,False,0,,0,,3500,,7000,,20,
49116CA0000004-77,CalChoice,UnitedHealthcare SignatureValue Platinum HMO E,platinum,HMO,False,False,0,,0,,3000,,6000,,,
49116CA0000005-77,CalChoice,UnitedHealthcare SignatureValue Gold HMO F,gold,HMO,False,False,0,,0,,7500,,15000,,,
49116CA0000006-77,CalChoice,UnitedHealthcare SignatureValue Gold HMO H,gold,HMO,False,False,500,,1000,,8000,,16000,,20,
49116CA0000019-77,CalChoice,UnitedHealthcare Harmony Silver HMO G,silver,HMO,False,False,2400,,4800,,9100,,18200,,30,
49116CA0000020-77,CalChoice,UnitedHealthcare Harmony Gold HMO L,gold,HMO,False,False,1500,,3000,,8500,,17000,,30,
49116CA0000021-77,CalChoice,UnitedHealthcare Harmony Gold HMO M,gold,HMO,False,False,0,,0,,7500,,15000,,,
49116CA0000022-77,CalChoice,UnitedHealthcare Harmony Gold HMO N,gold,HMO,False,False,500,,1000,,8000,,16000,,20,
49116CA0000023-77,CalChoice,UnitedHealthcare Harmony Platinum HMO H,platinum,HMO,False,False,0,,0,,3500,,7000,,20,
49116CA0000024-77,CalChoice,UnitedHealthcare Harmony Platinum HMO I,platinum,HMO,False,False,0,,0,,3000,,6000,,,
49116CA0000025-77,CalChoice,UnitedHealthcare Harmony Silver HMO F,silver,HMO,False,False,2400,,4800,,9100,,18200,,40,
49116CA0000027-77,CalChoice,UnitedHealthcare Harmony Gold HMO P,gold,HMO,False,False,0,,0,,7000,,14000,,40,
49116CA0000028-77,CalChoice,UnitedHealthcare SignatureValue Gold HMO Q,gold,HMO,False,False,0,,0,,7000,,14000,,40,
49116CA0000030-77,CalChoice,UnitedHealthcare Harmony Platinum HMO K,platinum,HMO,False,False,0,,0,,3500,,7000,,20,
49116CA0000031-77,CalChoice,UnitedHealthcare SignatureValue Platinum HMO L,platinum,HMO,False,False,0,,0,,3500,,7000,,20,
49116CA0000032-77,CalChoice,UnitedHealthcare SignatureValue Platinum HMO B,platinum,HMO,False,False,0,,0,,2500,,5000,,,
49116CA0000033-77,CalChoice,UnitedHealthcare Harmony Platinum HMO M,platinum,HMO,False,False,0,,0,,2500,,5000,,0,
49116CA0070431,UnitedHealthcare,SignatureValue HMO Platinum 25-50/20%,platinum,HMO,False,False,0,,0,,3500,,7000,,20,
49116CA0070436,UnitedHealthcare,SignatureValue HMO Silver 60-95/40%/2400ded,silver,HMO,False,False,2400,,4800,,9100,,18200,,40,
49116CA0070481,UnitedHealthcare,SignatureValue Harmony HMO Platinum 25-50/20%,platinum,HMO,False,False,0,,0,,3500,,7000,,20,
49116CA0070497,UnitedHealthcare,SignatureValue Harmony HMO Silver CWYL /L61S,silver,HMO,False,False,2400,,4800,,9100,,18200,,40,
49116CA0070708,UnitedHealthcare,SignatureValue Harmony HMO Platinum CWXX /N92S,platinum,HMO,False,False,0,,0,,2500,,5000,,,
49116CA0070709,UnitedHealthcare,SignatureValue HMO Platinum CWXY /N92S,platinum,HMO,False,False,0,,0,,2500,,5000,,,
49116CA0070711,UnitedHealthcare,SignatureValue Harmony HMO Platinum CWX2 /N93S,platinum,HMO,False,False,0,,0,,3000,,6000,,,
49116CA0070718,UnitedHealthcare,SignatureValue HMO Platinum CWX3 /N93S,platinum,HMO,False,False,0,,0,,3000,,6000,,,
49116CA0070724,UnitedHealthcare,SignatureValue Harmony HMO Platinum 25-50/10%,platinum,HMO,False,False,0,,0,,3500,,7000,,10,
49116CA0070731,UnitedHealthcare,SignatureValue HMO Platinum 25-50/10%,platinum,HMO,False,False,0,,0,,3500,,7000,,10,
49116CA0070737,UnitedHealthcare,SignatureValue Harmony HMO Gold CWX8 /N94S,gold,HMO,False,False,0,,0,,7000,,14000,,,
49116CA0070738,UnitedHealthcare,SignatureValue HMO Gold CWX9 /N94S,gold,HMO,False,False,0,,0,,7000,,14000,,,
49116CA0070740,UnitedHealthcare,SignatureValue Harmony HMO Gold CWYB /N95S,gold,HMO,False,False,0,,0,,7500,,15000,,,
49116CA0070747,UnitedHealthcare,SignatureValue HMO Gold CWYC /N95S,gold,HMO,False,False,0,,0,,7500,,15000,,,
49116CA0070753,UnitedHealthcare,SignatureValue Harmony HMO Gold 35-70/20%/500ded,gold,HMO,False,False,500,,1000,,8000,,16000,,20,
49116CA0070760,UnitedHealthcare,SignatureValue HMO Gold 35-70/20%/500ded,gold,HMO,False,False,500,,1000,,8000,,16000,,20,
49116CA0070766,UnitedHealthcare,SignatureValue Harmony HMO Gold CWYH /N96S,gold,HMO,False,False,1500,,3000,,8500,,17000,,30,
49116CA0070773,UnitedHealthcare,SignatureValue HMO Gold 35-70/30%/1500ded,gold,HMO,False,False,1500,,3000,,8500,,17000,,30,
49116CA0070779,UnitedHealthcare,SignatureValue Harmony HMO Silver CWYN /L61S,silver,HMO,False,False,2400,,4800,,9100,,18200,,40,
49116CA0100001-13,UnitedHealthcare,Core PPO Silver CVQK /L41S,silver,PPO,False,False,2450,4900,4900,9800,9100,18200,18200,36400,40,50
49116CA0100002-13,UnitedHealthcare,Core PPO Silver CVQJ /L41S,silver,PPO,False,False,1950,3900,3900,7800,9100,18200,18200,36400,40,50
49116CA0100003-13,UnitedHealthcare,Select Plus PPO Silver CVQX /L41S,silver,PPO,False,False,2450,4900,4900,9800,9100,18200,18200,36400,40,50
49116CA0100004-13,UnitedHealthcare,Select Plus PPO Silver CVQW /L41S,silver,PPO,False,False,1950,3900,3900,7800,9100,18200,18200,36400,40,50
49116CA0100005-13,UnitedHealthcare,Core PPO Gold CVPV /L40S,gold,PPO,False,False,1500,3000,3000,6000,8800,17600,17600,34200,30,50
49116CA0100006-13,UnitedHealthcare,Core PPO Gold CVQI /N55S,gold,PPO,False,False,1000,2000,2000,4000,8500,17000,17000,34000,20,50
49116CA0100007-13,UnitedHealthcare,Core PPO Gold CVQH /N55S,gold,PPO,False,False,500,1000,1000,2000,8500,17000,17000,34000,20,50
49116CA0100008-13,UnitedHealthcare,Core PPO Gold CVQF /N54S,gold,PPO,False,False,0,1000,0,2000,8500,17000,17000,34000,30,50
49116CA0100009-13,UnitedHealthcare,Select Plus PPO Gold CVQZ /L40S,gold,PPO,False,False,1500,3000,3000,6000,8800,17600,17600,34200,30,50
49116CA0100010-13,UnitedHealthcare,Select Plus PPO Gold CVQV /N55S,gold,PPO,False,False,1000,2000,2000,4000,8500,17000,17000,34000,20,50
49116CA0100011-13,UnitedHealthcare,Select Plus PPO Gold CVQU /N55S,gold,PPO,False,False,500,1000,1000,2000,8500,17000,17000,34000,20,50
49116CA0100012-13,UnitedHealthcare,Select Plus PPO Gold CVQS /N54S,gold,PPO,False,False,0,1000,0,2000,8500,17000,17000,34000,30,50
49116CA0100013-13,UnitedHealthcare,Core PPO Platinum CVQB /L44S,platinum,PPO,False,False,250,1000,500,2000,3600,7200,7200,14400,20,50
49116CA0100014-13,UnitedHealthcare,Core PPO Platinum CVQE /L47S,platinum,PPO,False,False,250,1000,500,2000,3500,7000,7000,14000,20,50
49116CA0100015-13,UnitedHealthcare,Core PPO Platinum CVQG /L44S,platinum,PPO,False,False,250,1000,500,2000,3600,7200,7200,14400,10,50
49116CA0100016-13,UnitedHealthcare,Core PPO Platinum CVQA /L44S,platinum,PPO,False,False,0,1000,0,2000,3600,7200,7200,14400,10,50
49116CA0100017-13,UnitedHealthcare,Select Plus PPO Platinum CVQO /L44S,platinum,PPO,False,False,250,1000,500,2000,3600,7200,7200,14400,20,50
49116CA0100018-13,UnitedHealthcare,Select Plus PPO Platinum CVQR /L47S,platinum,PPO,False,False,250,1000,500,2000,3500,7000,7000,14000,20,50
49116CA0100019-13,UnitedHealthcare,Select Plus PPO Platinum CVQT /L44S,platinum,PPO,False,False,250,1000,500,2000,3600,7200,7200,14400,10,50
49116CA0100020-13,UnitedHealthcare,Select Plus PPO Platinum CVQN /L44S,platinum,PPO,False,False,0,1000,0,2000,3600,7200,7200,14400,10,50
49116CA0100021-13,UnitedHealthcare,Non-Differential PPO Silver CEMI /F82,silver,PPO,False,False,2250,2250,4500,4500,8500,8500,17000,17000,30,30
49116CA0100023-13,UnitedHealthcare,Core PPO Bronze CEMD /K92L,bronze,PPO,False,False,6300,12600,12600,25200,8200,15900,16400,31800,40,50
49116CA0100025-13,UnitedHealthcare,Core PPO Silver CVPT /N53L,silver,PPO,False,False,2500,5000,5000,10000,8600,17200,17200,34400,35,50
49116CA0100027-13,UnitedHealthcare,Core PPO Gold CEMB /K90L,gold,PPO,False,False,350,1400,700,2800,7800,12800,15600,25600,20,50
49116CA0100029-13,UnitedHealthcare,Core PPO Platinum CEMA /K89L,platinum,PPO,False,False,0,1000,0,2000,4500,9000,9000,18000,10,50
49116CA0100030-13,UnitedHealthcare,Doctors Plan EPO Silver CVP7 /L41S,silver,EPO,False,False,2450,,4900,,9100,,18200,,40,
49116CA0100031-13,UnitedHealthcare,Doctors Plan EPO Silver CVP6 /L41S,silver,EPO,False,False,1950,,3900,,9100,,18200,,40,
49116CA0100032-13,UnitedHealthcare,Doctors Plan EPO Gold CVP5 /L40S,gold,EPO,False,False,1500,,3000,,8800,,17600,,30,
49116CA0100033-13,UnitedHealthcare,Doctors Plan EPO Gold CVP4 /N55S,gold,EPO,False,False,1000,,2000,,8500,,17000,,20,
49116CA0100034-13,UnitedHealthcare,Doctors Plan EPO Gold CVP3 /N55S,gold,EPO,False,False,500,,1000,,8500,,17000,,20,
49116CA0100035-13,UnitedHealthcare,Doctors Plan EPO Gold CVP9 /N54S,gold,EPO,False,False,0,,0,,8500,,17000,,30,
49116CA0100036-13,UnitedHealthcare,Doctors Plan EPO Platinum CVPX /L44S,platinum,EPO,False,False,250,,500,,3600,,7200,,20,
49116CA0100037-13,UnitedHealthcare,Doctors Plan EPO Platinum CVPY /L47S,platinum,EPO,False,False,250,,500,,3500,,7000,,20,
49116CA0100038-13,UnitedHealthcare,Doctors Plan EPO Platinum CVQM /L44S,platinum,EPO,False,False,250,,500,,3600,,7200,,10,
49116CA0100039-13,UnitedHealthcare,Doctors Plan EPO Platinum CVPZ /L44S,platinum,EPO,False,False,0,,0,,3600,,7200,,10,
64210CA0000001-77,CalChoice,Sutter Health Plus Bronze HMO A,expanded_bronze,HMO,False,False,6300,,12600,,8200,,16400,,40,
64210CA0000002-77,CalChoice,Sutter Health Plus Gold HMO A,gold,HMO,False,False,1500,,3000,,5000,,10000,,20,
64210CA0000003-77,CalChoice,Sutter Health Plus Platinum HMO A,platinum,HMO,False,False,0,,0,,4500,,9000,,,
64210CA0000004-77,CalChoice,Sutter Health Plus Bronze HMO B,expanded_bronze,HMO,True,False,7000,,14000,,7000,,14000,,0,
64210CA0000005-77,CalChoice,Sutter Health Plus Silver HMO B,silver,HMO,False,False,2500,,5000,,8750,,17500,,30,
64210CA0000006-77,CalChoice,Sutter Health Plus Gold HMO B,gold,HMO,False,False,250,,500,,7800,,15600,,,
64210CA0000007-77,CalChoice,Sutter Health Plus Platinum HMO B,platinum,HMO,False,False,0,,0,,3500,,7000,,10,
64210CA0000008-77,CalChoice,Sutter Health Plus Silver HMO C,silver,HMO,True,False,2500,,5000,,7050,,14100,,20,
64210CA0000009-77,CalChoice,Sutter Health Plus Gold HMO C,gold,HMO,True,False,1500,,3000,,6000,,12000,,20,
64210CA0630040,Sutter Health Plus,Platinum MS80 HMO,platinum,HMO,False,False,0,,0,,4500,,9000,,,
64210CA0630041,Sutter Health Plus,Gold MS83 HMO,gold,HMO,False,False,250,,500,,7800,,15600,,,
64210CA0630043,Sutter Health Plus,Bronze MS86 HMO,expanded_bronze,HMO,False,False,6300,,12600,,8200,,16400,,40,
64210CA0630044,Sutter Health Plus,Bronze SD48 HDHP HMO,expanded_bronze,HMO,True,False,7000,,14000,,7000,,14000,,0,
64210CA0630056,Sutter Health Plus,Platinum MS68 HMO,platinum,HMO,False,False,0,,0,,3500,,7000,,,
64210CA0630059,Sutter Health Plus,Gold MS77 HMO,gold,HMO,False,False,1500,,3000,,5000,,10000,,20,
64210CA0630061,Sutter Health Plus,Silver MS84 HMO,silver,HMO,False,False,2500,,5000,,8750,,17500,,40,
64210CA0630063,Sutter Health Plus,Silver SD01 HDHP HMO,silver,HMO,True,False,2500,,5000,,7050,,14100,,25,
64210CA0630065,Sutter Health Plus,Gold MS62 HMO,gold,HMO,False,False,500,,1000,,7500,,15000,,,
64210CA0690001,Sutter Health Plus,Gold SD02 HDHP HMO,gold,HMO,True,False,1500,,3000,,6000,,12000,,20,
67138CA0000002-77,CalChoice,Health Net WholeCare Silver HMO A,silver,HMO,False,False,0,,0,,9100,,18200,,50,
67138CA0000003-77,CalChoice,Health Net WholeCare Gold HMO A,gold,HMO,False,False,0,,0,,7000,,14000,,40,
67138CA0000004-77,CalChoice,Health Net WholeCare Gold HMO B,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0000006-77,CalChoice,Health Net WholeCare Gold HMO C,gold,HMO,False,False,0,,0,,7250,,14500,,,
67138CA0000007-77,CalChoice,Health Net WholeCare Platinum HMO C,platinum,HMO,False,False,0,,0,,2500,,5000,,,
67138CA0000010-77,CalChoice,Health Net Full Gold HMO E,gold,HMO,False,False,0,,0,,7250,,14500,,,
67138CA0000011-77,CalChoice,Health Net Full Platinum HMO E,platinum,HMO,False,False,0,,0,,2500,,5000,,,
67138CA0000012-77,CalChoice,Health Net Full Gold HMO F,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0000013-77,CalChoice,Health Net WholeCare Platinum HMO F,platinum,HMO,False,False,0,,0,,3150,,6300,,,
67138CA0000015-77,CalChoice,Health Net Full Platinum HMO H,platinum,HMO,False,False,0,,0,,3150,,6300,,,
67138CA0000016-77,CalChoice,Health Net Full Gold HMO G,gold,HMO,False,False,0,,0,,7000,,14000,,,
67138CA0000017-77,CalChoice,Health Net Full Silver HMO D,silver,HMO,False,False,0,,0,,9100,,18200,,50,
67138CA0000018-77,CalChoice,Health Net SmartCare Gold HMO H,gold,HMO,False,False,0,,0,,7250,,14500,,,
67138CA0000019-77,CalChoice,Health Net SmartCare Gold HMO I,gold,HMO,False,False,0,,0,,7500,,15000,,,
67138CA0000020-77,CalChoice,Health Net SmartCare Platinum HMO I,platinum,HMO,False,False,0,,0,,3150,,6300,,0,
