id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,network_size,individual_medical_deductible_in_network,individual_medical_deductible_out_of_network,family_medical_deductible_in_network,family_medical_deductible_out_of_network,individual_medical_moop_in_network,individual_medical_moop_out_of_network,family_medical_moop_in_network,family_medical_moop_out_of_network,coinsurance_in_network,coinsurance_out_of_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,primary_care_physician_out_of_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,pcp_cleaned_dollar_values_out_of_network,pcp_cleaned_percentages_out_of_network,pcp_initial_visits_out_of_network,pcp_after_deductible_out_of_network
40025CA0080274,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $5750 HSA,expanded_bronze,PPO,"In-Network: $5,750 / Out-of-Network: $12,000","In-Network: $11,500 / Out-of-Network: $24,000","In-Network: $8,000 / Out-of-Network: $14,000","In-Network: $16,000 / Out-of-Network: $28,000",In-Network: 40% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 40% after deductible / Out-of-Network: 50% after deductible,86432,5750,12000,11500,24000,8000,14000,16000,28000,40,50,0,0,40% after deductible,50% after deductible,[],[40.0],0,True,[],[50.0],0,True
40025CA0080277,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $5750 INF HSA,expanded_bronze,PPO,"In-Network: $5,750 / Out-of-Network: $12,000","In-Network: $11,500 / Out-of-Network: $24,000","In-Network: $8,000 / Out-of-Network: $14,000","In-Network: $16,000 / Out-of-Network: $28,000",In-Network: 40% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 40% after deductible / Out-of-Network: 50% after deductible,86432,5750,12000,11500,24000,8000,14000,16000,28000,40,50,0,0,40% after deductible,50% after deductible,[],[40.0],0,True,[],[50.0],0,True
40025CA0080379,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $6000,expanded_bronze,PPO,"In-Network: $6,000 / Out-of-Network: $12,000","In-Network: $12,000 / Out-of-Network: $24,000","In-Network: $9,400 / Out-of-Network: $18,200","In-Network: $18,800 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $80 / Out-of-Network: 50% after deductible,86432,6000,12000,12000,24000,9400,18200,18800,36400,40,50,0,0,$80,50% after deductible,[80.0],[],0,False,[],[50.0],0,True
40025CA0080376,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $6000 INF,expanded_bronze,PPO,"In-Network: $6,000 / Out-of-Network: $12,000","In-Network: $12,000 / Out-of-Network: $24,000","In-Network: $9,400 / Out-of-Network: $18,200","In-Network: $18,800 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $80 / Out-of-Network: 50% after deductible,86432,6000,12000,12000,24000,9400,18200,18800,36400,40,50,0,0,$80,50% after deductible,[80.0],[],0,False,[],[50.0],0,True
40025CA0080106,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $6300,expanded_bronze,PPO,"In-Network: $6,300 / Out-of-Network: $12,600","In-Network: $12,600 / Out-of-Network: $25,200","In-Network: $9,100 / Out-of-Network: $16,400","In-Network: $18,200 / Out-of-Network: $32,800",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: $60 after deductible / Out-of-Network: 50% after deductible,86432,6300,12600,12600,25200,9100,16400,18200,32800,40,50,500,1000,$60 after deductible,50% after deductible,[60.0],[],0,True,[],[50.0],0,True
40025CA0080109,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $6300 INF,expanded_bronze,PPO,"In-Network: $6,300 / Out-of-Network: $12,600","In-Network: $12,600 / Out-of-Network: $25,200","In-Network: $9,100 / Out-of-Network: $16,400","In-Network: $18,200 / Out-of-Network: $32,800",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: $60 after deductible / Out-of-Network: 50% after deductible,86432,6300,12600,12600,25200,9100,16400,18200,32800,40,50,500,1000,$60 after deductible,50% after deductible,[60.0],[],0,True,[],[50.0],0,True
40025CA0080373,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $7250,expanded_bronze,PPO,"In-Network: $7,250 / Out-of-Network: $15,000","In-Network: $14,500 / Out-of-Network: $30,000","In-Network: $9,400 / Out-of-Network: $25,000","In-Network: $18,800 / Out-of-Network: $50,000",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $650 / Out-of-Network: Not Covered,"In-Network: $1,300 / Out-of-Network: Not Covered",In-Network: $75 / Out-of-Network: 50% after deductible,86432,7250,15000,14500,30000,9400,25000,18800,50000,35,50,650,1300,$75,50% after deductible,[75.0],[],0,False,[],[50.0],0,True
40025CA0080370,Cigna + Oscar,Cigna+Oscar Open Access Plus Bronze $7250 INF,expanded_bronze,PPO,"In-Network: $7,250 / Out-of-Network: $15,000","In-Network: $14,500 / Out-of-Network: $30,000","In-Network: $9,400 / Out-of-Network: $25,000","In-Network: $18,800 / Out-of-Network: $50,000",In-Network: 35% / Out-of-Network: 50%,False,True,In-Network: $650 / Out-of-Network: Not Covered,"In-Network: $1,300 / Out-of-Network: Not Covered",In-Network: $75 / Out-of-Network: 50% after deductible,86432,7250,15000,14500,30000,9400,25000,18800,50000,35,50,650,1300,$75,50% after deductible,[75.0],[],0,False,[],[50.0],0,True
40025CA0080367,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $0,gold,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $9,250 / Out-of-Network: $16,500","In-Network: $18,500 / Out-of-Network: $33,000",In-Network: 30% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 50% after deductible,86432,0,1000,0,2000,9250,16500,18500,33000,30,50,0,0,$35,50% after deductible,[35.0],[],0,False,[],[50.0],0,True
40025CA0080364,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $0 INF,gold,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $9,250 / Out-of-Network: $16,500","In-Network: $18,500 / Out-of-Network: $33,000",In-Network: 30% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 50% after deductible,86432,0,1000,0,2000,9250,16500,18500,33000,30,50,0,0,$35,50% after deductible,[35.0],[],0,False,[],[50.0],0,True
40025CA0080361,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $1350,gold,PPO,"In-Network: $1,350 / Out-of-Network: $2,700","In-Network: $2,700 / Out-of-Network: $5,400","In-Network: $8,950 / Out-of-Network: $17,100","In-Network: $17,900 / Out-of-Network: $34,200",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $45 / Out-of-Network: 50% after deductible,86432,1350,2700,2700,5400,8950,17100,17900,34200,20,50,300,600,$45,50% after deductible,[45.0],[],0,False,[],[50.0],0,True
40025CA0080358,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $1350 INF,gold,PPO,"In-Network: $1,350 / Out-of-Network: $2,700","In-Network: $2,700 / Out-of-Network: $5,400","In-Network: $8,950 / Out-of-Network: $17,100","In-Network: $17,900 / Out-of-Network: $34,200",In-Network: 20% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $45 / Out-of-Network: 50% after deductible,86432,1350,2700,2700,5400,8950,17100,17900,34200,20,50,300,600,$45,50% after deductible,[45.0],[],0,False,[],[50.0],0,True
40025CA0080032,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $250,gold,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $7,800 / Out-of-Network: $15,600","In-Network: $15,600 / Out-of-Network: $31,200",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 50% after deductible,86432,250,1000,500,2000,7800,15600,15600,31200,20,50,0,0,$35,50% after deductible,[35.0],[],0,False,[],[50.0],0,True
40025CA0080035,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $250 INF,gold,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $7,800 / Out-of-Network: $15,600","In-Network: $15,600 / Out-of-Network: $31,200",In-Network: 20% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: 50% after deductible,86432,250,1000,500,2000,7800,15600,15600,31200,20,50,0,0,$35,50% after deductible,[35.0],[],0,False,[],[50.0],0,True
40025CA0080304,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $3500 HSA,gold,PPO,"In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $7,000 / Out-of-Network: $14,000","In-Network: $3,950 / Out-of-Network: $14,000","In-Network: $7,900 / Out-of-Network: $28,000",In-Network: 0% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 after deductible / Out-of-Network: 50% after deductible,86432,3500,7000,7000,14000,3950,14000,7900,28000,0,50,0,0,$0 after deductible,50% after deductible,[0.0],[],0,True,[],[50.0],0,True
40025CA0080307,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $3500 HSA INF,gold,PPO,"In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $7,000 / Out-of-Network: $14,000","In-Network: $3,950 / Out-of-Network: $14,000","In-Network: $7,900 / Out-of-Network: $28,000",In-Network: 0% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 after deductible / Out-of-Network: 50% after deductible,86432,3500,7000,7000,14000,3950,14000,7900,28000,0,50,0,0,$0 after deductible,50% after deductible,[0.0],[],0,True,[],[50.0],0,True
40025CA0080038,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $500,gold,PPO,"In-Network: $500 / Out-of-Network: $1,000","In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $9,000 / Out-of-Network: $17,100","In-Network: $18,000 / Out-of-Network: $34,200",In-Network: 25% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $40 / Out-of-Network: 50% after deductible,86432,500,1000,1000,2000,9000,17100,18000,34200,25,50,300,600,$40,50% after deductible,[40.0],[],0,False,[],[50.0],0,True
40025CA0080041,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $500 INF,gold,PPO,"In-Network: $500 / Out-of-Network: $1,000","In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $9,000 / Out-of-Network: $17,100","In-Network: $18,000 / Out-of-Network: $34,200",In-Network: 25% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $40 / Out-of-Network: 50% after deductible,86432,500,1000,1000,2000,9000,17100,18000,34200,25,50,300,600,$40,50% after deductible,[40.0],[],0,False,[],[50.0],0,True
40025CA0080044,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $750,gold,PPO,"In-Network: $750 / Out-of-Network: $1,500","In-Network: $1,500 / Out-of-Network: $3,000","In-Network: $8,950 / Out-of-Network: $16,900","In-Network: $17,900 / Out-of-Network: $33,800",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 50% after deductible,86432,750,1500,1500,3000,8950,16900,17900,33800,20,50,350,700,$30,50% after deductible,[30.0],[],0,False,[],[50.0],0,True
40025CA0080047,Cigna + Oscar,Cigna+Oscar Open Access Plus Gold $750 INF,gold,PPO,"In-Network: $750 / Out-of-Network: $1,500","In-Network: $1,500 / Out-of-Network: $3,000","In-Network: $8,950 / Out-of-Network: $16,900","In-Network: $17,900 / Out-of-Network: $33,800",In-Network: 20% / Out-of-Network: 50%,False,True,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 50% after deductible,86432,750,1500,1500,3000,8950,16900,17900,33800,20,50,350,700,$30,50% after deductible,[30.0],[],0,False,[],[50.0],0,True
40025CA0080355,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $0/$10,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $5,000 / Out-of-Network: $9,200","In-Network: $10,000 / Out-of-Network: $18,400",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 50% after deductible,86432,0,1000,0,2000,5000,9200,10000,18400,10,50,0,0,$10,50% after deductible,[10.0],[],0,False,[],[50.0],0,True
40025CA0080352,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $0/$10 INF,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $5,000 / Out-of-Network: $9,200","In-Network: $10,000 / Out-of-Network: $18,400",In-Network: 10% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 50% after deductible,86432,0,1000,0,2000,5000,9200,10000,18400,10,50,0,0,$10,50% after deductible,[10.0],[],0,False,[],[50.0],0,True
40025CA0080002,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $0/$20,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,000 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,86432,0,1000,0,2000,4500,9000,9000,18000,10,50,0,0,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40025CA0080005,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $0/$20 INF,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,000 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,86432,0,1000,0,2000,4500,9000,9000,18000,10,50,0,0,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40025CA0080349,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $250,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $5,000 / Out-of-Network: $8,800","In-Network: $10,000 / Out-of-Network: $17,600",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,86432,250,1000,500,2000,5000,8800,10000,17600,10,50,0,0,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40025CA0080346,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $250 INF,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $5,000 / Out-of-Network: $8,800","In-Network: $10,000 / Out-of-Network: $17,600",In-Network: 10% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,86432,250,1000,500,2000,5000,8800,10000,17600,10,50,0,0,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40025CA0080343,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $500,platinum,PPO,"In-Network: $500 / Out-of-Network: $1,000","In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $3,750 / Out-of-Network: $9,000","In-Network: $7,500 / Out-of-Network: $18,000",In-Network: 15% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,86432,500,1000,1000,2000,3750,9000,7500,18000,15,50,0,0,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40025CA0080340,Cigna + Oscar,Cigna+Oscar Open Access Plus Platinum $500 INF,platinum,PPO,"In-Network: $500 / Out-of-Network: $1,000","In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $3,750 / Out-of-Network: $9,000","In-Network: $7,500 / Out-of-Network: $18,000",In-Network: 15% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: 50% after deductible,86432,500,1000,1000,2000,3750,9000,7500,18000,15,50,0,0,$20,50% after deductible,[20.0],[],0,False,[],[50.0],0,True
40025CA0080337,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $0,silver,PPO,"In-Network: $0 / Out-of-Network: $4,500","In-Network: $0 / Out-of-Network: $9,000","In-Network: $9,400 / Out-of-Network: $17,400","In-Network: $18,800 / Out-of-Network: $34,800",In-Network: 30% / Out-of-Network: 50%,False,False,"In-Network: $1,500 / Out-of-Network: Not Covered","In-Network: $3,000 / Out-of-Network: Not Covered",In-Network: $60 / Out-of-Network: 50% after deductible,86432,0,4500,0,9000,9400,17400,18800,34800,30,50,1500,3000,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
40025CA0080334,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $0 INF,silver,PPO,"In-Network: $0 / Out-of-Network: $4,500","In-Network: $0 / Out-of-Network: $9,000","In-Network: $9,400 / Out-of-Network: $17,400","In-Network: $18,800 / Out-of-Network: $34,800",In-Network: 30% / Out-of-Network: 50%,False,True,"In-Network: $1,500 / Out-of-Network: Not Covered","In-Network: $3,000 / Out-of-Network: Not Covered",In-Network: $60 / Out-of-Network: 50% after deductible,86432,0,4500,0,9000,9400,17400,18800,34800,30,50,1500,3000,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
40025CA0080301,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $1950,silver,PPO,"In-Network: $1,950 / Out-of-Network: $4,500","In-Network: $3,900 / Out-of-Network: $9,000","In-Network: $9,300 / Out-of-Network: $17,800","In-Network: $18,600 / Out-of-Network: $35,600",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: 50% after deductible,86432,1950,4500,3900,9000,9300,17800,18600,35600,35,50,350,700,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
40025CA0080298,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $1950 INF,silver,PPO,"In-Network: $1,950 / Out-of-Network: $4,500","In-Network: $3,900 / Out-of-Network: $9,000","In-Network: $9,300 / Out-of-Network: $17,800","In-Network: $18,600 / Out-of-Network: $35,600",In-Network: 35% / Out-of-Network: 50%,False,True,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: 50% after deductible,86432,1950,4500,3900,9000,9300,17800,18600,35600,35,50,350,700,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
40025CA0080283,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $2500,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,86432,2500,5000,5000,10000,8750,17500,17500,35000,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
40025CA0080280,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $2500 INF,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 35% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,86432,2500,5000,5000,10000,8750,17500,17500,35000,35,50,300,600,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
40025CA0080295,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $2600,silver,PPO,"In-Network: $2,600 / Out-of-Network: $5,500","In-Network: $5,200 / Out-of-Network: $11,000","In-Network: $9,400 / Out-of-Network: $17,800","In-Network: $18,800 / Out-of-Network: $35,600",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $75 / Out-of-Network: 50% after deductible,86432,2600,5500,5200,11000,9400,17800,18800,35600,40,50,300,600,$75,50% after deductible,[75.0],[],0,False,[],[50.0],0,True
40025CA0080292,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $2600 INF,silver,PPO,"In-Network: $2,600 / Out-of-Network: $5,500","In-Network: $5,200 / Out-of-Network: $11,000","In-Network: $9,400 / Out-of-Network: $17,800","In-Network: $18,800 / Out-of-Network: $35,600",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $75 / Out-of-Network: 50% after deductible,86432,2600,5500,5200,11000,9400,17800,18800,35600,40,50,300,600,$75,50% after deductible,[75.0],[],0,False,[],[50.0],0,True
40025CA0080286,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $3200 HSA,silver,PPO,"In-Network: $3,200 / Out-of-Network: $6,000","In-Network: $6,400 / Out-of-Network: $12,000","In-Network: $7,500 / Out-of-Network: $13,700","In-Network: $15,000 / Out-of-Network: $27,400",In-Network: 30% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 30% after deductible / Out-of-Network: 50% after deductible,86432,3200,6000,6400,12000,7500,13700,15000,27400,30,50,0,0,30% after deductible,50% after deductible,[],[30.0],0,True,[],[50.0],0,True
40025CA0080289,Cigna + Oscar,Cigna+Oscar Open Access Plus Silver $3200 INF HSA,silver,PPO,"In-Network: $3,200 / Out-of-Network: $6,000","In-Network: $6,400 / Out-of-Network: $12,000","In-Network: $7,500 / Out-of-Network: $13,700","In-Network: $15,000 / Out-of-Network: $27,400",In-Network: 30% / Out-of-Network: 50%,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 30% after deductible / Out-of-Network: 50% after deductible,86432,3200,6000,6400,12000,7500,13700,15000,27400,30,50,0,0,30% after deductible,50% after deductible,[],[30.0],0,True,[],[50.0],0,True
37873CA0000125-13,UnitedHealthcare,Core PPO Bronze DH9N /P55L,bronze,PPO,"In-Network: $6,300 / Out-of-Network: $12,600","In-Network: $12,600 / Out-of-Network: $25,200","In-Network: $9,100 / Out-of-Network: $18,200","In-Network: $18,200 / Out-of-Network: $36,400",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: first 3 visit(s) $60 then 40% after deductible / Out-of-Network: 50% after deductible,57510,6300,12600,12600,25200,9100,18200,18200,36400,40,50,500,1000,first 3 visit(s) $60 then 40% after deductible,50% after deductible,[60.0],[40.0],3,True,[],[50.0],0,True
37873CA0090057,UnitedHealthcare,Core PPO Bronze DH9P /L65S,bronze,PPO,"In-Network: $7,500 / Out-of-Network: $15,000","In-Network: $15,000 / Out-of-Network: $30,000","In-Network: $9,450 / Out-of-Network: $18,900","In-Network: $18,900 / Out-of-Network: $37,800",In-Network: 50% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 50% after deductible / Out-of-Network: 50% after deductible,57510,7500,15000,15000,30000,9450,18900,18900,37800,50,50,0,0,50% after deductible,50% after deductible,[],[50.0],0,True,[],[50.0],0,True
37873CA0090062,UnitedHealthcare,Core PPO Bronze DH9X /L42S,bronze,PPO,"In-Network: $6,000 / Out-of-Network: $12,000","In-Network: $12,000 / Out-of-Network: $24,000","In-Network: $9,450 / Out-of-Network: $18,900","In-Network: $18,900 / Out-of-Network: $37,800",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: 40% after deductible / Out-of-Network: 50% after deductible,57510,6000,12000,12000,24000,9450,18900,18900,37800,40,50,500,1000,40% after deductible,50% after deductible,[],[40.0],0,True,[],[50.0],0,True
37873CA0090065,UnitedHealthcare,Core PPO Gold DH92 /P58S,gold,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $8,950 / Out-of-Network: $17,900","In-Network: $17,900 / Out-of-Network: $35,800",In-Network: 30% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: 50% after deductible,57510,0,1000,0,2000,8950,17900,17900,35800,30,50,0,0,$25,50% after deductible,[25.0],[],0,False,[],[50.0],0,True
37873CA0090067,UnitedHealthcare,Core PPO Gold DH94 /P59S,gold,PPO,"In-Network: $500 / Out-of-Network: $1,000","In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $8,950 / Out-of-Network: $17,900","In-Network: $17,900 / Out-of-Network: $35,800",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 50% after deductible,57510,500,1000,1000,2000,8950,17900,17900,35800,20,50,300,600,$30,50% after deductible,[30.0],[],0,False,[],[50.0],0,True
