id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,chiropractic_services,individual_medical_deductible_in_network,family_medical_deductible_in_network,individual_medical_moop_in_network,family_medical_moop_in_network,coinsurance_in_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,anthem_travel_and_lodging
67138CA0240246,Health Net,Full Network HMO Silver $55,silver,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $9,450 / Out-of-Network: Not Covered","In-Network: $18,900 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: 0%,False,False,In-Network: $750 / Out-of-Network: Not Covered,"In-Network: $1,500 / Out-of-Network: Not Covered",In-Network: $55 / Out-of-Network: Not Covered,False,0,0,9450,18900,50,750,1500,$55,[55.0],[],0,False,False
67138CA0240246-33,Health Net,Full Network HMO Silver $55 + Chiropractic,silver,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $9,450 / Out-of-Network: Not Covered","In-Network: $18,900 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: 0%,False,False,In-Network: $750 / Out-of-Network: Not Covered,"In-Network: $1,500 / Out-of-Network: Not Covered",In-Network: $55 / Out-of-Network: Not Covered,True,0,0,9450,18900,50,750,1500,$55,[55.0],[],0,False,False
67138CA0240264,Health Net,Full Network HMO Silver $55 INF,silver,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $9,450 / Out-of-Network: Not Covered","In-Network: $18,900 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: 0%,False,True,In-Network: $750 / Out-of-Network: Not Covered,"In-Network: $1,500 / Out-of-Network: Not Covered",In-Network: $55 / Out-of-Network: Not Covered,False,0,0,9450,18900,50,750,1500,$55,[55.0],[],0,False,False
67138CA0240264-33,Health Net,Full Network HMO Silver $55 INF + Chiropractic,silver,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $9,450 / Out-of-Network: Not Covered","In-Network: $18,900 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: 0%,False,True,In-Network: $750 / Out-of-Network: Not Covered,"In-Network: $1,500 / Out-of-Network: Not Covered",In-Network: $55 / Out-of-Network: Not Covered,True,0,0,9450,18900,50,750,1500,$55,[55.0],[],0,False,False
40513CA0410059,Kaiser Permanente,Gold 80 HDHP HMO 1750/15% + Child Dental Alt,gold,HMO,"In-Network: $1,750 / Out-of-Network: Not Covered","In-Network: $3,500 / Out-of-Network: Not Covered","In-Network: $3,700 / Out-of-Network: Not Covered","In-Network: $7,400 / Out-of-Network: Not Covered",In-Network: 15% / Out-of-Network: Not Applicable,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 15% after deductible / Out-of-Network: Not Covered,False,1750,3500,3700,7400,15,0,0,15% after deductible,[],[15.0],0,True,False
40513CA0410060,Kaiser Permanente,Gold 80 HDHP HMO 1750/15% + Child Dental Alt INF,gold,HMO,"In-Network: $1,750 / Out-of-Network: Not Covered","In-Network: $3,500 / Out-of-Network: Not Covered","In-Network: $3,700 / Out-of-Network: Not Covered","In-Network: $7,400 / Out-of-Network: Not Covered",In-Network: 15% / Out-of-Network: Not Applicable,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 15% after deductible / Out-of-Network: Not Covered,False,1750,3500,3700,7400,15,0,0,15% after deductible,[],[15.0],0,True,False
40513CA0410051,Kaiser Permanente,Gold 80 HMO 0/35 + Child Dental Alt,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,700 / Out-of-Network: Not Covered","In-Network: $15,400 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7700,15400,0,0,0,$35,[35.0],[],0,False,False
40513CA0410052,Kaiser Permanente,Gold 80 HMO 0/35 + Child Dental Alt INF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,700 / Out-of-Network: Not Covered","In-Network: $15,400 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7700,15400,0,0,0,$35,[35.0],[],0,False,False
40513CA0410053,Kaiser Permanente,Gold 80 HMO 1000/40 + Child Dental Alt,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $40 / Out-of-Network: Not Covered,True,1000,2000,7800,15600,0,250,500,$40,[40.0],[],0,False,False
40513CA0410054,Kaiser Permanente,Gold 80 HMO 1000/40 + Child Dental Alt INF,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,True,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,In-Network: $40 / Out-of-Network: Not Covered,True,1000,2000,7800,15600,0,250,500,$40,[40.0],[],0,False,False
40513CA0410014,Kaiser Permanente,Gold 80 HMO 250/35 + Child Dental,gold,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,250,500,7800,15600,0,0,0,$35,[35.0],[],0,False,False
40513CA0410039,Kaiser Permanente,Gold 80 HMO 250/35 + Child Dental INF,gold,HMO,In-Network: $250 / Out-of-Network: Not Covered,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $7,800 / Out-of-Network: Not Covered","In-Network: $15,600 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,250,500,7800,15600,0,0,0,$35,[35.0],[],0,False,False
40513CA0410022,Kaiser Permanente,Gold 80 HRA HMO 2250/35 + Child Dental,gold,HMO,"In-Network: $2,250 / Out-of-Network: Not Covered","In-Network: $4,500 / Out-of-Network: Not Covered","In-Network: $8,500 / Out-of-Network: Not Covered","In-Network: $17,000 / Out-of-Network: Not Covered",In-Network: 25% / Out-of-Network: Not Applicable,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,2250,4500,8500,17000,25,100,200,$35,[35.0],[],0,False,False
40513CA0410041,Kaiser Permanente,Gold 80 HRA HMO 2250/35 + Child Dental INF,gold,HMO,"In-Network: $2,250 / Out-of-Network: Not Covered","In-Network: $4,500 / Out-of-Network: Not Covered","In-Network: $8,500 / Out-of-Network: Not Covered","In-Network: $17,000 / Out-of-Network: Not Covered",In-Network: 25% / Out-of-Network: Not Applicable,False,True,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,2250,4500,8500,17000,25,100,200,$35,[35.0],[],0,False,False
70285CA8170649,BlueShield of California,Gold Access+ HMO 0/35 OffEx,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$35,[35.0],[],0,False,False
70285CA8170751,BlueShield of California,Gold Access+ HMO 0/35 OffEx INF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$35,[35.0],[],0,False,False
70285CA8170858,BlueShield of California,Gold Access+ HMO 1000/35 OffEx,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1000,2000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170917,BlueShield of California,Gold Access+ HMO 1000/35 OffEx INF,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1000,2000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170017,BlueShield of California,Gold Access+ HMO 1500/35 OffEx,gold,HMO,"In-Network: $1,500 / Out-of-Network: Not Covered","In-Network: $3,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1500,3000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170333,BlueShield of California,Gold Access+ HMO 1500/35 OffEx INF,gold,HMO,"In-Network: $1,500 / Out-of-Network: Not Covered","In-Network: $3,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1500,3000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170170,BlueShield of California,Gold Access+ HMO 500/35 OffEx,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,500,1000,7500,15000,0,0,0,$35,[35.0],[],0,False,False
70285CA8170486,BlueShield of California,Gold Access+ HMO 500/35 OffEx INF,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,500,1000,7500,15000,0,0,0,$35,[35.0],[],0,False,False
70285CA8170664,BlueShield of California,Gold Local Access+ HMO 0/35 OffEx,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$35,[35.0],[],0,False,False
70285CA8170766,BlueShield of California,Gold Local Access+ HMO 0/35 OffEx INF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$35,[35.0],[],0,False,False
70285CA8170873,BlueShield of California,Gold Local Access+ HMO 1000/35 OffEx,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1000,2000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170932,BlueShield of California,Gold Local Access+ HMO 1000/35 OffEx INF,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1000,2000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170032,BlueShield of California,Gold Local Access+ HMO 1500/35 OffEx,gold,HMO,"In-Network: $1,500 / Out-of-Network: Not Covered","In-Network: $3,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1500,3000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170348,BlueShield of California,Gold Local Access+ HMO 1500/35 OffEx INF,gold,HMO,"In-Network: $1,500 / Out-of-Network: Not Covered","In-Network: $3,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1500,3000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170185,BlueShield of California,Gold Local Access+ HMO 500/35 OffEx,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,500,1000,7500,15000,0,0,0,$35,[35.0],[],0,False,False
70285CA8170501,BlueShield of California,Gold Local Access+ HMO 500/35 OffEx INF,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,500,1000,7500,15000,0,0,0,$35,[35.0],[],0,False,False
70285CA8170681,BlueShield of California,Gold Trio HMO 0/35 OffEx,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$35,[35.0],[],0,False,False
70285CA8170783,BlueShield of California,Gold Trio HMO 0/35 OffEx INF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$35,[35.0],[],0,False,False
70285CA8170891,BlueShield of California,Gold Trio HMO 1000/35 OffEx,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1000,2000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170950,BlueShield of California,Gold Trio HMO 1000/35 OffEx INF,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1000,2000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170049,BlueShield of California,Gold Trio HMO 1500/35 OffEx,gold,HMO,"In-Network: $1,500 / Out-of-Network: Not Covered","In-Network: $3,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1500,3000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170365,BlueShield of California,Gold Trio HMO 1500/35 OffEx INF,gold,HMO,"In-Network: $1,500 / Out-of-Network: Not Covered","In-Network: $3,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1500,3000,7500,15000,0,100,200,$35,[35.0],[],0,False,False
70285CA8170202,BlueShield of California,Gold Trio HMO 500/35 OffEx,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,500,1000,7500,15000,0,0,0,$35,[35.0],[],0,False,False
70285CA8170518,BlueShield of California,Gold Trio HMO 500/35 OffEx INF,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,500,1000,7500,15000,0,0,0,$35,[35.0],[],0,False,False
67138CA0000010-77,CalChoice,Health Net Full Gold HMO E,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,350 / Out-of-Network: Not Covered","In-Network: $14,700 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,0,0,7350,14700,0,0,0,$35,[35.0],[],0,False,False
67138CA0000012-77,CalChoice,Health Net Full Gold HMO F,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $40 / Out-of-Network: Not Covered,False,0,0,7500,15000,40,0,0,$40,[40.0],[],0,False,False
67138CA0000016-77,CalChoice,Health Net Full Gold HMO G,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,False,0,0,7250,14500,0,0,0,$30,[30.0],[],0,False,False
67138CA0000011-77,CalChoice,Health Net Full Platinum HMO E,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,700 / Out-of-Network: Not Covered","In-Network: $5,400 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,False,0,0,2700,5400,0,0,0,$30,[30.0],[],0,False,False
67138CA0000015-77,CalChoice,Health Net Full Platinum HMO H,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,300 / Out-of-Network: Not Covered","In-Network: $6,600 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,False,0,0,3300,6600,0,0,0,$0,[0.0],[],0,False,False
67138CA0000017-77,CalChoice,Health Net Full Silver HMO D,silver,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $9,450 / Out-of-Network: Not Covered","In-Network: $18,900 / Out-of-Network: Not Covered",In-Network: 50% / Out-of-Network: Not Applicable,False,False,In-Network: $750 / Out-of-Network: Not Covered,"In-Network: $1,500 / Out-of-Network: Not Covered",In-Network: $55 / Out-of-Network: Not Covered,False,0,0,9450,18900,50,750,1500,$55,[55.0],[],0,False,False
67138CA0000018-77,CalChoice,Health Net SmartCare Gold HMO H,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,350 / Out-of-Network: Not Covered","In-Network: $14,700 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,0,0,7350,14700,0,0,0,$35,[35.0],[],0,False,False
67138CA0000019-77,CalChoice,Health Net SmartCare Gold HMO I,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $40 / Out-of-Network: Not Covered,False,0,0,7500,15000,0,0,0,$40,[40.0],[],0,False,False
67138CA0000020-77,CalChoice,Health Net SmartCare Platinum HMO I,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,300 / Out-of-Network: Not Covered","In-Network: $6,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,False,0,0,3300,6600,0,0,0,$0,[0.0],[],0,False,False
67138CA0000021-77,CalChoice,Health Net SmartCare Platinum HMO J,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,700 / Out-of-Network: Not Covered","In-Network: $5,400 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,False,0,0,2700,5400,0,0,0,$30,[30.0],[],0,False,False
67138CA0000003-77,CalChoice,Health Net WholeCare Gold HMO A,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,False,0,0,7250,14500,40,0,0,$30,[30.0],[],0,False,False
